show_id,show_name,channel,genre,language,air_date,city,city_tier,ratings_million,week_number,source
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-03-11,Bangalore,Tier 1,5.54,10,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-03-11,Hyderabad,Tier 2,-1.0,10,BARC
SH_001,Anupama,Star Plus,Drama,Hindi,2024-03-18,Mumbai,Tier 1,2.87,11,BARC
SH_001,Anupama,Star Plus,Drama,Hindi,2024-03-18,Delhi,Tier 1,6.14,11,BARC
SH_001,Anupama,Star Plus,Drama,Hindi,2024-03-18,Chennai,Tier 1,1.04,11,BARC
SH_001,Anupama,Star Plus,Drama,Hindi,2024-03-18,Bangalore,Tier 1,3.94,11,BARC
SH_001,Anupama,Star Plus,Drama,Hindi,2024-03-18,Hyderabad,Tier 2,3.99,11,BARC
SH_002,Big Boss,Colors TV,Reality Show,Hindi,2024-03-18,Mumbai,Tier 1,7.97,11,BARC
SH_002,Big Boss,Colors TV,Reality Show,Hindi,2024-03-18,Delhi,Tier 1,1.05,11,BARC
SH_002,Big Boss,Colors TV,Reality Show,Hindi,2024-03-18,Chennai,Tier 1,2.1,11,BARC
SH_002,Big Boss,Colors TV,Reality Show,Hindi,2024-03-18,Bangalore,Tier 1,2.49,11,BARC
SH_002,Big Boss,Colors TV,Reality Show,Hindi,2024-03-18,Hyderabad,Tier 2,3.74,11,BARC
SH_003,KBC,Sony LIV,Reality Show,Hindi,2024-03-18,Mumbai,Tier 1,7.11,11,BARC
SH_003,KBC,Sony LIV,Reality Show,Hindi,2024-03-18,Delhi,Tier 1,7.09,11,BARC
SH_003,KBC,Sony LIV,Reality Show,Hindi,2024-03-18,Chennai,Tier 1,3.27,11,BARC
SH_003,KBC,Sony LIV,Reality Show,Hindi,2024-03-18,Bangalore,Tier 1,1.68,11,BARC
SH_003,KBC,Sony LIV,Reality Show,Hindi,2024-03-18,Hyderabad,Tier 2,3.35,11,BARC
SH_004,Tarak Mehta,Sony LIV,Comedy,Hindi,2024-03-18,Mumbai,Tier 1,5.78,11,BARC
SH_004,Tarak Mehta,Sony LIV,Comedy,Hindi,2024-03-18,Delhi,Tier 1,5.09,11,BARC
SH_004,Tarak Mehta,Sony LIV,Comedy,Hindi,2024-03-18,Chennai,Tier 1,7.9,11,BARC
SH_004,Tarak Mehta,Sony LIV,Comedy,Hindi,2024-03-18,Bangalore,Tier 1,,11,BARC
SH_004,Tarak Mehta,Sony LIV,Comedy,Hindi,2024-03-18,Hyderabad,Tier 2,,11,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-03-18,Mumbai,Tier 1,6.63,11,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-03-18,Delhi,Tier 1,2.75,11,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-03-18,Chennai,Tier 1,5.48,11,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-03-18,Bangalore,Tier 1,7.54,11,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-03-18,Hyderabad,Tier 2,0.62,11,BARC
SH_001,Anupama,Star Plus,Drama,Hindi,2024-03-25,Mumbai,Tier 1,1.37,12,BARC
SH_001,Anupama,Star Plus,Drama,Hindi,2024-03-25,Delhi,Tier 1,1.3,12,BARC
SH_001,Anupama,Star Plus,Drama,Hindi,2024-03-25,Chennai,Tier 1,-1.0,12,BARC
SH_001,Anupama,Star Plus,Drama,Hindi,2024-03-25,Bangalore,Tier 1,2.54,12,BARC
SH_001,Anupama,Star Plus,Drama,Hindi,2024-03-25,Hyderabad,Tier 2,2.46,12,BARC
SH_002,Big Boss,Colors TV,Reality Show,Hindi,2024-03-25,Mumbai,Tier 1,5.88,12,BARC
SH_002,Big Boss,Colors TV,Reality Show,Hindi,2024-03-25,Delhi,Tier 1,2.03,12,BARC
SH_002,Big Boss,Colors TV,Reality Show,Hindi,2024-03-25,Chennai,Tier 1,5.26,12,BARC
SH_002,Big Boss,Colors TV,Reality Show,Hindi,2024-03-25,Bangalore,Tier 1,2.48,12,BARC
SH_002,Big Boss,Colors TV,Reality Show,Hindi,2024-03-25,Hyderabad,Tier 2,2.01,12,BARC
SH_003,KBC,Sony LIV,Reality Show,Hindi,2024-03-25,Mumbai,Tier 1,,12,BARC
SH_003,KBC,Sony LIV,Reality Show,Hindi,2024-03-25,Delhi,Tier 1,6.85,12,BARC
SH_003,KBC,Sony LIV,Reality Show,Hindi,2024-03-25,Chennai,Tier 1,1.19,12,BARC
SH_003,KBC,Sony LIV,Reality Show,Hindi,2024-03-25,Bangalore,Tier 1,3.68,12,BARC
SH_003,KBC,Sony LIV,Reality Show,Hindi,2024-03-25,Hyderabad,Tier 2,1.18,12,BARC
SH_004,Tarak Mehta,Sony LIV,Comedy,Hindi,2024-03-25,Mumbai,Tier 1,0.53,12,BARC
SH_004,Tarak Mehta,Sony LIV,Comedy,Hindi,2024-03-25,Delhi,Tier 1,6.28,12,BARC
SH_004,Tarak Mehta,Sony LIV,Comedy,Hindi,2024-03-25,Chennai,Tier 1,5.28,12,BARC
SH_004,Tarak Mehta,Sony LIV,Comedy,Hindi,2024-03-25,Bangalore,Tier 1,2.46,12,BARC
SH_004,Tarak Mehta,Sony LIV,Comedy,Hindi,2024-03-25,Hyderabad,Tier 2,2.99,12,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-03-25,Mumbai,Tier 1,4.64,12,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-03-25,Delhi,Tier 1,3.71,12,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-03-25,Chennai,Tier 1,0.57,12,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-03-25,Bangalore,Tier 1,1.06,12,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-03-25,Hyderabad,Tier 2,3.54,12,BARC
SH_003,KBC,Sony LIV,Reality Show,Hindi,2024-02-26,Hyderabad,Tier 2,1.85,8,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-02-05,Bangalore,Tier 1,4.48,5,BARC
SH_003,KBC,Sony LIV,Reality Show,Hindi,2024-02-26,Mumbai,Tier 1,,8,BARC
SH_003,KBC,Sony LIV,Reality Show,Hindi,2024-03-04,Bangalore,Tier 1,3.67,9,BARC
SH_002,Big Boss,Colors TV,Reality Show,Hindi,2024-02-05,Delhi,Tier 1,1.34,5,BARC
SH_001,Anupama,Star Plus,Drama,Hindi,2024-02-12,Chennai,Tier 1,7.47,6,BARC
SH_001,Anupama,Star Plus,Drama,Hindi,2024-02-26,Delhi,Tier 1,1.23,8,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-01-22,Bangalore,Tier 1,2.86,3,BARC
SH_001,Anupama,Star Plus,Drama,Hindi,2024-03-25,Mumbai,Tier 1,1.37,12,BARC
SH_004,Tarak Mehta,Sony LIV,Comedy,Hindi,2024-03-11,Chennai,Tier 1,4.42,10,BARC
SH_004,Tarak Mehta,Sony LIV,Comedy,Hindi,2024-03-18,Delhi,Tier 1,5.09,11,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-02-12,Chennai,Tier 1,-1.0,6,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-03-25,Hyderabad,Tier 2,-1.0,12,BARC
SH_002,Big Boss,Colors TV,Reality Show,Hindi,2024-01-22,Bangalore,Tier 1,1.73,3,BARC
SH_005,Nayagi,SUN TV,Drama,Tamil,2024-02-05,Chennai,Tier 1,6.34,5,BARC
