content_id,content_name,platform,mention_count,sentiment_score,trending_rank,recorded_date,source
C003,IPL 2024 Final,YouTube,31790.0,0.801,3,2024-01-17,SOCIAL
C003,IPL 2024 Final,Facebook,41731.0,-0.009,18,2024-01-17,SOCIAL
C004,Panchayat S3,Twitter,46044.0,0.701,3,2024-01-17,SOCIAL
C004,Panchayat S3,Instagram,44200.0,-0.504,27,2024-01-17,SOCIAL
C004,Panchayat S3,YouTube,6505.0,-0.557,20,2024-01-17,SOCIAL
C004,Panchayat S3,Facebook,924.0,0.493,38,2024-01-17,SOCIAL
C005,Mirzapur S3,Twitter,,-0.745,44,2024-01-17,SOCIAL
C005,Mirzapur S3,Instagram,48973.0,-0.824,18,2024-01-17,SOCIAL
C005,Mirzapur S3,YouTube,23040.0,99.0,12,2024-01-17,SOCIAL
C005,Mirzapur S3,Facebook,32068.0,-0.309,42,2024-01-17,SOCIAL
C001,Anupamaa S1,Twitter,11842.0,0.435,46,2024-01-18,SOCIAL
C001,Anupamaa S1,Instagram,43788.0,0.748,9,2024-01-18,SOCIAL
C001,Anupamaa S1,YouTube,49925.0,0.123,26,2024-01-18,SOCIAL
C001,Anupamaa S1,Facebook,32205.0,0.375,33,2024-01-18,SOCIAL
C002,KBC Season 15,Twitter,22280.0,0.841,23,2024-01-18,SOCIAL
C002,KBC Season 15,Instagram,44668.0,-0.896,26,2024-01-18,SOCIAL
C002,KBC Season 15,YouTube,34248.0,0.871,5,2024-01-18,SOCIAL
C002,KBC Season 15,Facebook,22875.0,-0.283,30,2024-01-18,SOCIAL
C003,IPL 2024 Final,Twitter,7296.0,0.385,24,2024-01-18,SOCIAL
C003,IPL 2024 Final,Instagram,27355.0,0.355,6,2024-01-18,SOCIAL
C003,IPL 2024 Final,YouTube,27714.0,-0.171,38,2024-01-18,SOCIAL
C003,IPL 2024 Final,Facebook,19860.0,0.961,37,2024-01-18,SOCIAL
C004,Panchayat S3,Twitter,15796.0,-0.159,48,2024-01-18,SOCIAL
C004,Panchayat S3,Instagram,15762.0,-0.224,27,2024-01-18,SOCIAL
C004,Panchayat S3,YouTube,41992.0,-0.972,37,2024-01-18,SOCIAL
C004,Panchayat S3,Facebook,24380.0,-0.373,45,2024-01-18,SOCIAL
C005,Mirzapur S3,Twitter,27187.0,-0.767,5,2024-01-18,SOCIAL
C005,Mirzapur S3,Instagram,14457.0,-0.586,22,2024-01-18,SOCIAL
C005,Mirzapur S3,YouTube,27318.0,0.968,12,2024-01-18,SOCIAL
C005,Mirzapur S3,Facebook,8731.0,-0.478,24,2024-01-18,SOCIAL
C001,Anupamaa S1,Twitter,4991.0,0.022,24,2024-01-19,SOCIAL
C001,Anupamaa S1,Instagram,25981.0,0.214,5,2024-01-19,SOCIAL
C001,Anupamaa S1,YouTube,38992.0,-0.743,10,2024-01-19,SOCIAL
C001,Anupamaa S1,Facebook,42124.0,0.418,37,2024-01-19,SOCIAL
C002,KBC Season 15,Twitter,29659.0,0.691,20,2024-01-19,SOCIAL
C002,KBC Season 15,Instagram,36671.0,0.679,45,2024-01-19,SOCIAL
C002,KBC Season 15,YouTube,25517.0,0.159,36,2024-01-19,SOCIAL
C002,KBC Season 15,Facebook,20034.0,0.051,37,2024-01-19,SOCIAL
C003,IPL 2024 Final,Twitter,49492.0,0.655,41,2024-01-19,SOCIAL
C003,IPL 2024 Final,Instagram,39848.0,0.981,48,2024-01-19,SOCIAL
C003,IPL 2024 Final,YouTube,13089.0,-0.829,28,2024-01-19,SOCIAL
C003,IPL 2024 Final,Facebook,,-0.883,11,2024-01-19,SOCIAL
C004,Panchayat S3,Twitter,32518.0,0.254,17,2024-01-19,SOCIAL
C004,Panchayat S3,Instagram,,-0.59,37,2024-01-19,SOCIAL
C004,Panchayat S3,YouTube,12106.0,-0.639,23,2024-01-19,SOCIAL
C004,Panchayat S3,Facebook,37022.0,0.464,28,2024-01-19,SOCIAL
C005,Mirzapur S3,Twitter,16512.0,-0.734,1,2024-01-19,SOCIAL
C005,Mirzapur S3,Instagram,7997.0,-0.732,19,2024-01-19,SOCIAL
C005,Mirzapur S3,YouTube,26666.0,0.173,46,2024-01-19,SOCIAL
C005,Mirzapur S3,Facebook,754.0,-0.779,25,2024-01-19,SOCIAL
C001,Anupamaa S1,Twitter,13456.0,0.946,49,2024-01-20,SOCIAL
C001,Anupamaa S1,Instagram,39810.0,-0.819,33,2024-01-20,SOCIAL
C001,Anupamaa S1,YouTube,27969.0,-0.513,44,2024-01-20,SOCIAL
C001,Anupamaa S1,Facebook,,-0.966,34,2024-01-20,SOCIAL
C002,KBC Season 15,Twitter,23877.0,0.335,15,2024-01-20,SOCIAL
C002,KBC Season 15,Instagram,25548.0,-0.991,10,2024-01-20,SOCIAL
C002,KBC Season 15,YouTube,11488.0,-0.615,27,2024-01-20,SOCIAL
C002,KBC Season 15,Facebook,12457.0,-0.303,31,2024-01-20,SOCIAL
C003,IPL 2024 Final,Twitter,13605.0,0.282,23,2024-01-20,SOCIAL
C003,IPL 2024 Final,Instagram,32234.0,-0.09,26,2024-01-20,SOCIAL
C003,IPL 2024 Final,YouTube,40754.0,0.463,11,2024-01-20,SOCIAL
C003,IPL 2024 Final,Facebook,39944.0,0.042,5,2024-01-20,SOCIAL
C004,Panchayat S3,Twitter,222.0,0.599,1,2024-01-20,SOCIAL
C004,Panchayat S3,Instagram,46626.0,-0.929,48,2024-01-20,SOCIAL
C004,Panchayat S3,YouTube,10542.0,-0.062,2,2024-01-20,SOCIAL
C004,Panchayat S3,Facebook,14386.0,0.505,20,2024-01-20,SOCIAL
C005,Mirzapur S3,Twitter,34425.0,-0.652,29,2024-01-20,SOCIAL
C005,Mirzapur S3,Instagram,20062.0,0.73,25,2024-01-20,SOCIAL
C005,Mirzapur S3,YouTube,13667.0,0.496,21,2024-01-20,SOCIAL
C005,Mirzapur S3,Facebook,8444.0,0.367,15,2024-01-20,SOCIAL
C001,Anupamaa S1,Twitter,22483.0,0.678,6,2024-01-21,SOCIAL
C001,Anupamaa S1,Instagram,,0.114,45,2024-01-21,SOCIAL
C001,Anupamaa S1,YouTube,49435.0,-0.698,16,2024-01-21,SOCIAL
C001,Anupamaa S1,Facebook,35492.0,99.0,28,2024-01-21,SOCIAL
C002,KBC Season 15,Twitter,44179.0,0.407,38,2024-01-21,SOCIAL
C002,KBC Season 15,Instagram,21695.0,0.011,27,2024-01-21,SOCIAL
C002,KBC Season 15,YouTube,9192.0,0.323,36,2024-01-21,SOCIAL
C002,KBC Season 15,Facebook,22044.0,-0.6,42,2024-01-21,SOCIAL
C003,IPL 2024 Final,Twitter,43656.0,0.749,46,2024-01-21,SOCIAL
C003,IPL 2024 Final,Instagram,6848.0,-0.812,11,2024-01-21,SOCIAL
C003,IPL 2024 Final,YouTube,33032.0,0.524,30,2024-01-21,SOCIAL
C003,IPL 2024 Final,Facebook,31847.0,0.59,2,2024-01-21,SOCIAL
C004,Panchayat S3,Twitter,13803.0,0.275,28,2024-01-21,SOCIAL
C004,Panchayat S3,Instagram,25327.0,-0.214,26,2024-01-21,SOCIAL
C004,Panchayat S3,YouTube,42759.0,0.44,40,2024-01-21,SOCIAL
C004,Panchayat S3,Facebook,20004.0,-0.04,33,2024-01-21,SOCIAL
C005,Mirzapur S3,Twitter,4925.0,0.3,11,2024-01-21,SOCIAL
C005,Mirzapur S3,Instagram,27241.0,0.903,21,2024-01-21,SOCIAL
C005,Mirzapur S3,YouTube,38210.0,0.031,22,2024-01-21,SOCIAL
C005,Mirzapur S3,Facebook,766.0,-0.615,44,2024-01-21,SOCIAL
C001,Anupamaa S1,Twitter,32300.0,0.222,46,2024-01-22,SOCIAL
C001,Anupamaa S1,Instagram,11439.0,0.336,39,2024-01-22,SOCIAL
C001,Anupamaa S1,YouTube,18324.0,0.976,2,2024-01-22,SOCIAL
C001,Anupamaa S1,Facebook,14840.0,-0.019,14,2024-01-22,SOCIAL
C002,KBC Season 15,Twitter,22712.0,0.266,13,2024-01-22,SOCIAL
C002,KBC Season 15,Instagram,43766.0,0.485,43,2024-01-22,SOCIAL
C002,KBC Season 15,YouTube,13264.0,-0.689,17,2024-01-22,SOCIAL
C002,KBC Season 15,Facebook,48573.0,-0.314,45,2024-01-22,SOCIAL
C003,IPL 2024 Final,Twitter,29474.0,0.906,22,2024-01-22,SOCIAL
C003,IPL 2024 Final,Instagram,27268.0,-0.097,7,2024-01-22,SOCIAL
C003,IPL 2024 Final,YouTube,38245.0,0.263,4,2024-01-22,SOCIAL
C003,IPL 2024 Final,Facebook,48044.0,-0.501,24,2024-01-22,SOCIAL
C004,Panchayat S3,Twitter,26498.0,0.003,36,2024-01-22,SOCIAL
C004,Panchayat S3,Instagram,4136.0,-0.088,5,2024-01-22,SOCIAL
C004,Panchayat S3,YouTube,8344.0,0.402,50,2024-01-22,SOCIAL
C004,Panchayat S3,Facebook,26184.0,-0.34,19,2024-01-22,SOCIAL
C005,Mirzapur S3,Twitter,40901.0,-0.416,35,2024-01-22,SOCIAL
C005,Mirzapur S3,Instagram,39659.0,-0.856,23,2024-01-22,SOCIAL
C005,Mirzapur S3,YouTube,10584.0,0.599,39,2024-01-22,SOCIAL
C005,Mirzapur S3,Facebook,33217.0,-0.524,33,2024-01-22,SOCIAL
C001,Anupamaa S1,Twitter,11191.0,0.819,46,2024-01-23,SOCIAL
C001,Anupamaa S1,Instagram,4938.0,-0.344,18,2024-01-23,SOCIAL
C001,Anupamaa S1,YouTube,38576.0,-0.066,32,2024-01-23,SOCIAL
C001,Anupamaa S1,Facebook,27209.0,-0.464,6,2024-01-23,SOCIAL
C002,KBC Season 15,Twitter,16227.0,-0.2,6,2024-01-23,SOCIAL
C002,KBC Season 15,Instagram,26852.0,0.714,29,2024-01-23,SOCIAL
C002,KBC Season 15,YouTube,27227.0,0.678,9,2024-01-23,SOCIAL
C002,KBC Season 15,Facebook,33401.0,0.804,11,2024-01-23,SOCIAL
C003,IPL 2024 Final,Twitter,8873.0,0.406,49,2024-01-23,SOCIAL
C003,IPL 2024 Final,Instagram,25444.0,-0.783,37,2024-01-23,SOCIAL
C003,IPL 2024 Final,YouTube,43059.0,99.0,18,2024-01-23,SOCIAL
C003,IPL 2024 Final,Facebook,46527.0,0.858,43,2024-01-23,SOCIAL
C004,Panchayat S3,Twitter,1653.0,0.779,9,2024-01-23,SOCIAL
C004,Panchayat S3,Instagram,36978.0,99.0,17,2024-01-23,SOCIAL
C004,Panchayat S3,YouTube,38137.0,0.557,13,2024-01-23,SOCIAL
C004,Panchayat S3,Facebook,44068.0,0.705,17,2024-01-23,SOCIAL
C005,Mirzapur S3,Twitter,48619.0,0.717,30,2024-01-23,SOCIAL
C005,Mirzapur S3,Instagram,31574.0,0.667,27,2024-01-23,SOCIAL
C005,Mirzapur S3,YouTube,25992.0,-0.846,16,2024-01-23,SOCIAL
C005,Mirzapur S3,Facebook,35642.0,0.072,28,2024-01-23,SOCIAL
C001,Anupamaa S1,Twitter,22595.0,0.251,2,2024-01-24,SOCIAL
C001,Anupamaa S1,Instagram,48386.0,0.913,3,2024-01-24,SOCIAL
C001,Anupamaa S1,YouTube,46436.0,0.79,6,2024-01-24,SOCIAL
C001,Anupamaa S1,Facebook,45807.0,-0.265,23,2024-01-24,SOCIAL
C002,KBC Season 15,Twitter,47303.0,-0.199,29,2024-01-24,SOCIAL
C002,KBC Season 15,Instagram,33888.0,-0.625,14,2024-01-24,SOCIAL
C002,KBC Season 15,YouTube,,0.394,48,2024-01-24,SOCIAL
C002,KBC Season 15,Facebook,23994.0,0.919,49,2024-01-24,SOCIAL
C003,IPL 2024 Final,Twitter,38841.0,0.513,25,2024-01-24,SOCIAL
C003,IPL 2024 Final,Instagram,1100.0,0.847,38,2024-01-24,SOCIAL
C003,IPL 2024 Final,YouTube,18763.0,-0.826,41,2024-01-24,SOCIAL
C003,IPL 2024 Final,Facebook,30225.0,-0.939,25,2024-01-24,SOCIAL
C004,Panchayat S3,Twitter,7051.0,0.124,21,2024-01-24,SOCIAL
C004,Panchayat S3,Instagram,44097.0,-0.541,3,2024-01-24,SOCIAL
C004,Panchayat S3,YouTube,46333.0,0.062,35,2024-01-24,SOCIAL
C004,Panchayat S3,Facebook,2825.0,0.99,29,2024-01-24,SOCIAL
C005,Mirzapur S3,Twitter,9000.0,-0.999,9,2024-01-24,SOCIAL
C005,Mirzapur S3,Instagram,2004.0,0.805,15,2024-01-24,SOCIAL
C005,Mirzapur S3,YouTube,41642.0,0.424,36,2024-01-24,SOCIAL
C005,Mirzapur S3,Facebook,36087.0,-0.8,5,2024-01-24,SOCIAL
C001,Anupamaa S1,Twitter,10450.0,-0.977,37,2024-01-25,SOCIAL
C001,Anupamaa S1,Instagram,40588.0,-0.146,31,2024-01-25,SOCIAL
C001,Anupamaa S1,YouTube,28189.0,0.957,29,2024-01-25,SOCIAL
C001,Anupamaa S1,Facebook,10840.0,0.889,13,2024-01-25,SOCIAL
C002,KBC Season 15,Twitter,42493.0,-0.112,19,2024-01-25,SOCIAL
C002,KBC Season 15,Instagram,16498.0,0.007,25,2024-01-25,SOCIAL
C002,KBC Season 15,YouTube,23797.0,-0.159,1,2024-01-25,SOCIAL
C002,KBC Season 15,Facebook,30246.0,0.281,38,2024-01-25,SOCIAL
C003,IPL 2024 Final,Twitter,41317.0,0.393,23,2024-01-25,SOCIAL
C003,IPL 2024 Final,Instagram,26683.0,0.319,21,2024-01-25,SOCIAL
C003,IPL 2024 Final,YouTube,32237.0,0.611,13,2024-01-25,SOCIAL
C003,IPL 2024 Final,Facebook,38697.0,-0.184,31,2024-01-25,SOCIAL
C004,Panchayat S3,Twitter,2326.0,-0.365,26,2024-01-25,SOCIAL
C004,Panchayat S3,Instagram,29629.0,-0.598,16,2024-01-25,SOCIAL
C004,Panchayat S3,YouTube,5073.0,-0.215,47,2024-01-25,SOCIAL
C004,Panchayat S3,Facebook,39224.0,-0.989,48,2024-01-25,SOCIAL
C005,Mirzapur S3,Twitter,22494.0,-0.459,28,2024-01-25,SOCIAL
C005,Mirzapur S3,Instagram,36128.0,0.308,32,2024-01-25,SOCIAL
C005,Mirzapur S3,YouTube,49007.0,0.934,46,2024-01-25,SOCIAL
C005,Mirzapur S3,Facebook,43424.0,-0.9,23,2024-01-25,SOCIAL
C001,Anupamaa S1,Twitter,,0.936,28,2024-01-26,SOCIAL
C001,Anupamaa S1,Instagram,35083.0,-0.751,11,2024-01-26,SOCIAL
C001,Anupamaa S1,YouTube,21760.0,-0.575,7,2024-01-26,SOCIAL
C001,Anupamaa S1,Facebook,9052.0,0.935,12,2024-01-26,SOCIAL
C002,KBC Season 15,Twitter,27783.0,0.678,27,2024-01-26,SOCIAL
C002,KBC Season 15,Instagram,8474.0,-0.368,32,2024-01-26,SOCIAL
C002,KBC Season 15,YouTube,33417.0,0.789,44,2024-01-26,SOCIAL
C002,KBC Season 15,Facebook,,0.127,34,2024-01-26,SOCIAL
C003,IPL 2024 Final,Twitter,,-0.388,6,2024-01-26,SOCIAL
C003,IPL 2024 Final,Instagram,19359.0,99.0,21,2024-01-26,SOCIAL
C003,IPL 2024 Final,YouTube,39971.0,0.575,50,2024-01-26,SOCIAL
C003,IPL 2024 Final,Facebook,48158.0,-0.974,2,2024-01-26,SOCIAL
C004,Panchayat S3,Twitter,4709.0,0.833,43,2024-01-26,SOCIAL
C004,Panchayat S3,Instagram,3743.0,0.932,3,2024-01-26,SOCIAL
C004,Panchayat S3,YouTube,29640.0,-0.581,33,2024-01-26,SOCIAL
C004,Panchayat S3,Facebook,21086.0,-0.485,29,2024-01-26,SOCIAL
C005,Mirzapur S3,Twitter,49794.0,0.418,41,2024-01-26,SOCIAL
C005,Mirzapur S3,Instagram,20352.0,0.457,19,2024-01-26,SOCIAL
C005,Mirzapur S3,YouTube,16091.0,0.689,49,2024-01-26,SOCIAL
C005,Mirzapur S3,Facebook,37616.0,-0.536,37,2024-01-26,SOCIAL
C001,Anupamaa S1,Twitter,41795.0,0.939,36,2024-01-27,SOCIAL
C001,Anupamaa S1,Instagram,39708.0,-0.447,14,2024-01-27,SOCIAL
C001,Anupamaa S1,YouTube,7132.0,0.149,21,2024-01-27,SOCIAL
C001,Anupamaa S1,Facebook,37798.0,-0.244,5,2024-01-27,SOCIAL
C002,KBC Season 15,Twitter,34419.0,-0.562,7,2024-01-27,SOCIAL
C002,KBC Season 15,Instagram,13281.0,0.918,23,2024-01-27,SOCIAL
C002,KBC Season 15,YouTube,19354.0,-0.748,43,2024-01-27,SOCIAL
C002,KBC Season 15,Facebook,35591.0,0.275,42,2024-01-27,SOCIAL
C003,IPL 2024 Final,Twitter,46612.0,-0.65,41,2024-01-27,SOCIAL
C003,IPL 2024 Final,Instagram,4540.0,-0.793,38,2024-01-27,SOCIAL
C003,IPL 2024 Final,YouTube,43105.0,-0.916,49,2024-01-27,SOCIAL
C003,IPL 2024 Final,Facebook,23258.0,0.202,48,2024-01-27,SOCIAL
C004,Panchayat S3,Twitter,1043.0,0.156,11,2024-01-27,SOCIAL
C004,Panchayat S3,Instagram,43473.0,0.155,5,2024-01-27,SOCIAL
C004,Panchayat S3,YouTube,11990.0,-0.373,29,2024-01-27,SOCIAL
C004,Panchayat S3,Facebook,40827.0,0.25,38,2024-01-27,SOCIAL
C005,Mirzapur S3,Twitter,2482.0,0.457,15,2024-01-27,SOCIAL
C005,Mirzapur S3,Instagram,,0.543,16,2024-01-27,SOCIAL
C005,Mirzapur S3,YouTube,36657.0,0.084,29,2024-01-27,SOCIAL
C005,Mirzapur S3,Facebook,44623.0,-0.163,30,2024-01-27,SOCIAL
C001,Anupamaa S1,Twitter,25605.0,0.705,3,2024-01-28,SOCIAL
C001,Anupamaa S1,Instagram,41568.0,-0.226,11,2024-01-28,SOCIAL
C001,Anupamaa S1,YouTube,47804.0,0.047,21,2024-01-28,SOCIAL
C001,Anupamaa S1,Facebook,4755.0,0.788,50,2024-01-28,SOCIAL
C002,KBC Season 15,Twitter,20399.0,-0.967,14,2024-01-28,SOCIAL
C002,KBC Season 15,Instagram,37073.0,0.224,31,2024-01-28,SOCIAL
C002,KBC Season 15,YouTube,36152.0,-0.564,30,2024-01-28,SOCIAL
C002,KBC Season 15,Facebook,18893.0,-0.42,45,2024-01-28,SOCIAL
C003,IPL 2024 Final,Twitter,42860.0,-0.611,34,2024-01-28,SOCIAL
C003,IPL 2024 Final,Instagram,6648.0,0.021,27,2024-01-28,SOCIAL
C003,IPL 2024 Final,YouTube,,-0.678,49,2024-01-28,SOCIAL
C003,IPL 2024 Final,Facebook,37355.0,0.329,41,2024-01-28,SOCIAL
C004,Panchayat S3,Twitter,40960.0,0.745,29,2024-01-28,SOCIAL
C004,Panchayat S3,Instagram,46345.0,-0.983,25,2024-01-28,SOCIAL
C004,Panchayat S3,YouTube,49390.0,-0.236,33,2024-01-28,SOCIAL
C004,Panchayat S3,Facebook,11034.0,0.755,31,2024-01-28,SOCIAL
C005,Mirzapur S3,Twitter,8122.0,-0.303,20,2024-01-28,SOCIAL
C005,Mirzapur S3,Instagram,36750.0,-0.84,21,2024-01-28,SOCIAL
C005,Mirzapur S3,YouTube,,-0.555,7,2024-01-28,SOCIAL
C005,Mirzapur S3,Facebook,5190.0,0.625,33,2024-01-28,SOCIAL
C001,Anupamaa S1,Twitter,27294.0,-0.887,29,2024-01-29,SOCIAL
C001,Anupamaa S1,Instagram,,-0.188,29,2024-01-29,SOCIAL
C001,Anupamaa S1,YouTube,32428.0,-0.857,9,2024-01-29,SOCIAL
C001,Anupamaa S1,Facebook,46259.0,0.564,43,2024-01-29,SOCIAL
C002,KBC Season 15,Twitter,36713.0,0.105,9,2024-01-29,SOCIAL
C002,KBC Season 15,Instagram,2286.0,0.749,4,2024-01-29,SOCIAL
C002,KBC Season 15,YouTube,10329.0,0.061,29,2024-01-29,SOCIAL
C002,KBC Season 15,Facebook,21044.0,0.608,18,2024-01-29,SOCIAL
C003,IPL 2024 Final,Twitter,2295.0,-0.285,40,2024-01-29,SOCIAL
C003,IPL 2024 Final,Instagram,49409.0,0.816,16,2024-01-29,SOCIAL
C003,IPL 2024 Final,YouTube,44636.0,0.672,14,2024-01-29,SOCIAL
C003,IPL 2024 Final,Facebook,27470.0,-0.974,29,2024-01-29,SOCIAL
C004,Panchayat S3,Twitter,32134.0,0.06,8,2024-01-29,SOCIAL
C004,Panchayat S3,Instagram,39069.0,0.744,11,2024-01-29,SOCIAL
C004,Panchayat S3,YouTube,17551.0,0.519,31,2024-01-29,SOCIAL
C004,Panchayat S3,Facebook,43510.0,0.858,25,2024-01-29,SOCIAL
C005,Mirzapur S3,Twitter,21309.0,-0.317,30,2024-01-29,SOCIAL
C005,Mirzapur S3,Instagram,4303.0,-0.621,26,2024-01-29,SOCIAL
C005,Mirzapur S3,YouTube,18568.0,0.152,27,2024-01-29,SOCIAL
C005,Mirzapur S3,Facebook,31336.0,0.896,45,2024-01-29,SOCIAL
C001,Anupamaa S1,Twitter,23921.0,-0.811,48,2024-01-30,SOCIAL
C001,Anupamaa S1,Instagram,20362.0,-0.367,29,2024-01-30,SOCIAL
C001,Anupamaa S1,YouTube,23456.0,0.531,23,2024-01-30,SOCIAL
C001,Anupamaa S1,Facebook,29158.0,0.438,20,2024-01-30,SOCIAL
C002,KBC Season 15,Twitter,44528.0,0.622,34,2024-01-30,SOCIAL
C002,KBC Season 15,Instagram,34954.0,-0.708,21,2024-01-30,SOCIAL
C002,KBC Season 15,YouTube,9242.0,0.441,42,2024-01-30,SOCIAL
C002,KBC Season 15,Facebook,39653.0,0.147,4,2024-01-30,SOCIAL
C003,IPL 2024 Final,Twitter,46446.0,-0.775,34,2024-01-30,SOCIAL
C003,IPL 2024 Final,Instagram,24040.0,0.897,49,2024-01-30,SOCIAL
C003,IPL 2024 Final,YouTube,6851.0,0.638,21,2024-01-30,SOCIAL
C003,IPL 2024 Final,Facebook,48322.0,-0.134,16,2024-01-30,SOCIAL
C004,Panchayat S3,Twitter,15318.0,0.087,23,2024-01-30,SOCIAL
C004,Panchayat S3,Instagram,4986.0,-0.36,28,2024-01-30,SOCIAL
C004,Panchayat S3,YouTube,18898.0,0.472,32,2024-01-30,SOCIAL
C004,Panchayat S3,Facebook,2529.0,0.298,4,2024-01-30,SOCIAL
C005,Mirzapur S3,Twitter,43420.0,-0.173,35,2024-01-30,SOCIAL
C005,Mirzapur S3,Instagram,705.0,0.941,35,2024-01-30,SOCIAL
C005,Mirzapur S3,YouTube,13356.0,0.008,14,2024-01-30,SOCIAL
C005,Mirzapur S3,Facebook,,0.719,15,2024-01-30,SOCIAL
C001,Anupamaa S1,Twitter,17085.0,-0.132,45,2024-01-31,SOCIAL
C001,Anupamaa S1,Instagram,,-0.645,32,2024-01-31,SOCIAL
C001,Anupamaa S1,YouTube,21074.0,0.018,28,2024-01-31,SOCIAL
C001,Anupamaa S1,Facebook,3483.0,-0.503,41,2024-01-31,SOCIAL
C002,KBC Season 15,Twitter,19708.0,0.493,23,2024-01-31,SOCIAL
C002,KBC Season 15,Instagram,,-0.594,16,2024-01-31,SOCIAL
C002,KBC Season 15,YouTube,13637.0,0.555,37,2024-01-31,SOCIAL
C002,KBC Season 15,Facebook,9978.0,-0.512,40,2024-01-31,SOCIAL
C003,IPL 2024 Final,Twitter,23664.0,-0.723,50,2024-01-31,SOCIAL
C003,IPL 2024 Final,Instagram,21138.0,-0.096,22,2024-01-31,SOCIAL
C003,IPL 2024 Final,YouTube,5154.0,-0.366,22,2024-01-31,SOCIAL
C003,IPL 2024 Final,Facebook,47447.0,-0.059,34,2024-01-31,SOCIAL
C004,Panchayat S3,Twitter,41909.0,-0.733,13,2024-01-31,SOCIAL
C004,Panchayat S3,Instagram,35188.0,0.088,41,2024-01-31,SOCIAL
C004,Panchayat S3,YouTube,13372.0,0.608,18,2024-01-31,SOCIAL
C004,Panchayat S3,Facebook,44483.0,0.478,10,2024-01-31,SOCIAL
C005,Mirzapur S3,Twitter,,-0.823,8,2024-01-31,SOCIAL
C005,Mirzapur S3,Instagram,43687.0,0.051,43,2024-01-31,SOCIAL
C005,Mirzapur S3,YouTube,,0.546,46,2024-01-31,SOCIAL
C005,Mirzapur S3,Facebook,45190.0,0.022,41,2024-01-31,SOCIAL
C001,Anupamaa S1,Twitter,24861.0,0.16,30,2024-02-01,SOCIAL
C001,Anupamaa S1,Instagram,48323.0,-0.498,27,2024-02-01,SOCIAL
C001,Anupamaa S1,YouTube,,0.611,14,2024-02-01,SOCIAL
C001,Anupamaa S1,Facebook,41557.0,-0.061,14,2024-02-01,SOCIAL
C002,KBC Season 15,Twitter,44961.0,0.113,42,2024-02-01,SOCIAL
C002,KBC Season 15,Instagram,18391.0,-0.061,49,2024-02-01,SOCIAL
C002,KBC Season 15,YouTube,29191.0,0.504,45,2024-02-01,SOCIAL
C002,KBC Season 15,Facebook,12251.0,-0.174,7,2024-02-01,SOCIAL
C003,IPL 2024 Final,Twitter,37507.0,0.982,13,2024-02-01,SOCIAL
C003,IPL 2024 Final,Instagram,8151.0,0.593,10,2024-02-01,SOCIAL
C003,IPL 2024 Final,YouTube,11821.0,0.448,18,2024-02-01,SOCIAL
C003,IPL 2024 Final,Facebook,6016.0,0.544,46,2024-02-01,SOCIAL
C004,Panchayat S3,Twitter,11614.0,0.866,45,2024-02-01,SOCIAL
C004,Panchayat S3,Instagram,14709.0,-0.721,49,2024-02-01,SOCIAL
C004,Panchayat S3,YouTube,45792.0,-0.998,49,2024-02-01,SOCIAL
C004,Panchayat S3,Facebook,25774.0,-0.629,16,2024-02-01,SOCIAL
C005,Mirzapur S3,Twitter,45005.0,0.16,47,2024-02-01,SOCIAL
C005,Mirzapur S3,Instagram,6312.0,0.823,24,2024-02-01,SOCIAL
C005,Mirzapur S3,YouTube,18094.0,-0.317,18,2024-02-01,SOCIAL
C005,Mirzapur S3,Facebook,4322.0,0.687,40,2024-02-01,SOCIAL
C001,Anupamaa S1,Twitter,10860.0,-0.363,34,2024-02-02,SOCIAL
C001,Anupamaa S1,Instagram,15765.0,-0.829,50,2024-02-02,SOCIAL
C001,Anupamaa S1,YouTube,335.0,-0.898,15,2024-02-02,SOCIAL
C001,Anupamaa S1,Facebook,22851.0,-0.195,2,2024-02-02,SOCIAL
C002,KBC Season 15,Twitter,13405.0,0.809,11,2024-02-02,SOCIAL
C002,KBC Season 15,Instagram,33201.0,-0.699,31,2024-02-02,SOCIAL
C002,KBC Season 15,YouTube,12603.0,-0.347,20,2024-02-02,SOCIAL
C002,KBC Season 15,Facebook,40232.0,-0.982,29,2024-02-02,SOCIAL
C003,IPL 2024 Final,Twitter,38082.0,0.627,35,2024-02-02,SOCIAL
C003,IPL 2024 Final,Instagram,,-0.279,7,2024-02-02,SOCIAL
C003,IPL 2024 Final,YouTube,28059.0,0.657,33,2024-02-02,SOCIAL
C003,IPL 2024 Final,Facebook,38387.0,0.428,42,2024-02-02,SOCIAL
C004,Panchayat S3,Twitter,9227.0,-0.815,10,2024-02-02,SOCIAL
C004,Panchayat S3,Instagram,48540.0,0.588,4,2024-02-02,SOCIAL
C004,Panchayat S3,YouTube,34474.0,-0.164,35,2024-02-02,SOCIAL
C004,Panchayat S3,Facebook,26824.0,0.814,21,2024-02-02,SOCIAL
C005,Mirzapur S3,Twitter,25392.0,-0.416,41,2024-02-02,SOCIAL
C005,Mirzapur S3,Instagram,13883.0,-0.404,25,2024-02-02,SOCIAL
C005,Mirzapur S3,YouTube,3412.0,0.37,34,2024-02-02,SOCIAL
C005,Mirzapur S3,Facebook,35375.0,-0.65,2,2024-02-02,SOCIAL
C001,Anupamaa S1,Twitter,37889.0,-0.66,24,2024-02-03,SOCIAL
C001,Anupamaa S1,Instagram,35776.0,-0.121,34,2024-02-03,SOCIAL
